newid,ln_spending,ln_income,weights
03973852,9,10,11294
03973853,9,10,10880
03973882,13,11,8116
03973883,13,11,8154
03973893,10,11,4383
03973894,10,11,7322
03973901,10,11,5616
03973902,10,11,10392
03973911,9,12,10305
03973922,11,11,10079
03973951,12,12,12999
03973952,12,12,12165
03973953,12,12,13889
03973961,8,9,7579
03973962,8,9,10762
03973963,8,9,10270
03973983,11,12,15192
03973991,10,9,15923
03973992,11,10,15722
03973993,9,10,17833
03974021,12,12,7171
03974022,12,12,9741
03974031,11,10,10220
03974032,12,10,10118
03974043,9,9,17500
03974044,9,10,16073
03974061,9,10,10260
03974062,9,10,10861
03974063,9,11,11660
03974071,9,12,7758
03974072,9,12,9692
03974073,9,12,12151
03974083,9,10,16993
03974084,9,10,17769
03974093,14,12,8501
03974094,12,12,13109
03974101,11,11,14377
03974102,12,11,15394
03974103,11,11,19525
03974144,9,8,12188
03974151,9,10,8160
03974152,9,10,9682
03974153,9,10,11884
03974171,11,11,6055
03974172,11,10,8416
03974173,11,11,7311
03974201,12,13,7562
03974202,12,13,8110
03974203,12,13,9911
03974213,9,10,8256
03974221,9,7,14632
03974251,12,11,9113
03974252,12,11,10018
03974261,11,10,9025
03974262,11,10,7452
03974263,11,10,12555
03974271,11,11,14536
03974281,11,10,4347
03974293,9,10,4135
03974301,10,10,13818
03974302,10,10,18300
03974303,10,10,17087
03974311,11,12,12427
03974312,12,,14168
03974313,11,12,8793
03974321,11,10,12371
03974322,11,10,13778
03974323,10,10,14231
03974352,12,12,12365
03974371,10,12,9868
03974401,12,9,6794
03974402,12,9,12072
03974403,12,9,11642
03974431,9,10,15217
03974432,9,10,15445
03974433,8,10,14339
03974441,12,12,11875
03974442,12,12,11450
03974452,11,12,10925
03974453,10,12,12174
03974482,9,9,12448
03974483,8,9,12692
03974521,9,10,7221
03974523,8,10,11629
03974561,12,11,12355
03974562,12,11,12874
03974563,12,11,12644
03974571,12,11,13369
03974572,11,11,10731
03974573,11,11,13058
03974591,11,10,11596
03974592,11,10,12749
03974593,11,10,12671
03974601,11,11,10765
03974621,11,10,12727
03974622,11,10,14282
03974623,10,10,13670
03974631,11,11,11730
03974632,11,11,7862
03974633,10,10,11106
03974652,9,10,1435
03974653,9,10,1430
03974661,11,11,11111
03974662,11,11,12036
03974663,10,11,12522
03974681,13,11,13074
03974683,13,11,13543
03974711,12,9,4099
03974712,12,9,4211
03974713,11,9,4329
03974742,10,10,17339
03974743,10,10,17668
03974761,10,10,15059
03974762,9,11,13942
03974763,8,10,14954
03974771,9,10,7486
03974772,9,10,11140
03974782,8,10,8794
03974791,10,11,16053
03974792,10,11,17130
03974793,10,10,13858
03974801,9,10,4901
03974811,9,10,12617
03974812,9,10,9276
03974813,9,10,9081
03974831,12,12,14100
03974832,11,12,14484
03974841,10,7,15575
03974842,11,7,11200
03974843,10,7,15416
03974851,11,11,7532
03974852,11,11,8136
03974853,11,11,8889
03974861,11,12,11484
03974862,11,12,12526
03974863,11,12,12446
03974871,10,11,8906
03974872,11,11,14759
03974873,10,10,12656
03974881,11,12,13345
03974882,11,12,13369
03974883,10,12,13298
03974891,12,,14340
03974892,12,12,12443
03974893,11,12,11684
03974901,11,11,4988
03974902,11,11,5251
03974921,10,10,18261
03974922,10,10,9097
03974923,10,10,10300
03974961,8,8,12766
03975001,10,11,10138
03975011,11,11,12071
03975012,11,11,18167
03975013,11,11,19255
03975021,9,11,11378
03975022,10,12,11099
03975023,9,11,10853
03975031,11,11,9857
03975032,11,11,11072
03975033,11,11,11180
03975041,10,11,7223
03975042,10,11,11153
03975043,9,11,8157
03975052,10,12,17135
03975053,10,12,17408
03975091,12,10,13386
03975093,11,10,13079
03975113,9,10,11656
03975121,14,12,6815
03975122,12,12,5662
03975123,12,12,8263
03975131,8,7,13302
03975141,12,12,11861
03975142,12,12,9235
03975143,11,12,14252
03975162,12,12,5459
03975163,11,11,5970
03975181,11,11,13570
03975182,11,11,15616
03975183,10,11,12107
03975203,7,9,12394
03975211,9,10,9989
03975212,10,10,10777
03975213,9,10,10977
03975222,9,10,12151
03975223,9,10,11328
03975241,10,11,9202
03975251,12,11,7930
03975252,12,11,10329
03975253,12,11,11481
03975281,10,12,2083
03975282,11,12,2179
03975283,9,12,2163
03985452,8,8,20010
03985453,9,10,17309
03985454,8,11,11722
03985481,12,12,6305
03985482,12,12,6791
03985483,11,12,6658
03985501,11,11,7775
03985502,11,11,13857
03985503,10,11,10173
03985511,10,10,9651
03985512,10,10,7000
03985513,9,10,10095
03985531,11,,11946
03985532,11,12,11463
03985533,10,13,8938
03985541,11,11,11890
03985542,11,11,12371
03985543,10,11,11705
03985551,12,10,10923
03985552,12,10,11931
03985553,10,10,11500
03985561,9,10,12058
03985562,9,10,10999
03985563,7,10,7665
03985571,12,12,11031
03985572,12,12,11515
03985573,11,12,15328
03985581,12,11,5990
03985582,12,11,8573
03985583,11,11,8384
03985594,6,9,10386
03985621,11,11,12343
03985631,9,11,16739
03985632,9,11,15383
03985633,8,11,10088
03985661,12,11,13260
03985672,10,9,18677
03985673,9,9,15842
03985682,12,11,9932
03985683,11,11,10928
03985691,12,11,8757
03985692,12,11,10247
03985693,11,11,9515
03985701,10,11,9265
03985702,10,11,11138
03985703,9,12,11905
03985712,8,10,11347
03985713,8,10,10296
03985714,7,10,9687
03985721,8,6,12165
03985722,8,6,9795
03985733,11,12,12736
03985742,12,12,11948
03985752,9,10,14492
03985753,8,11,16224
03985772,8,9,10191
03985781,12,12,12573
03985791,11,12,11918
03985792,11,12,13157
03985793,10,12,12879
03985813,10,11,23796
03985831,9,9,11811
03985832,9,11,12025
03985833,9,11,15177
03985841,10,11,13707
03985842,10,11,10340
03985843,9,11,9073
03985852,11,10,18848
03985853,9,10,16344
03985881,11,11,20606
03985882,12,11,23271
03985883,10,11,12255
03985901,9,11,10133
03985902,10,11,13214
03985903,8,11,11269
03985931,12,12,13507
03985932,13,12,12450
03985933,11,12,12882
03985941,9,8,9578
03985942,11,,12219
03985951,11,11,14805
03985952,11,11,15282
03985953,10,11,13412
03985981,11,11,10410
03986011,10,11,13508
03986012,11,11,13605
03986023,10,11,10588
03986033,7,10,10793
03986041,11,12,14296
03986051,13,12,11065
03986063,10,12,15276
03986081,12,12,7580
03986082,12,12,7848
03986083,11,12,8593
03986091,12,12,15781
03986092,12,12,14327
03986093,11,12,11350
03986101,11,11,16842
03986102,11,11,15327
03986112,10,10,12933
03986113,9,10,11862
03986121,11,11,9413
03986122,11,11,13255
03986123,10,11,7341
03986131,11,11,10442
03986132,11,11,9486
03986133,10,11,7076
03986141,12,12,12142
03986142,11,12,12805
03986152,11,11,9249
03986153,10,10,10600
03986161,9,11,18045
03986162,9,11,18322
03986211,9,9,9891
03986213,8,9,9128
03986241,12,13,11367
03986251,10,10,13517
03986252,11,10,13339
03986253,9,10,12807
03986271,9,10,14223
03986272,10,10,13610
03986273,8,10,12988
03986291,11,10,13722
03986292,11,10,17345
03986293,10,10,16190
03986311,12,12,12910
03986312,12,12,10515
03986313,11,12,15289
03986321,8,7,11510
03986331,11,12,12279
03986332,12,12,16123
03986333,9,12,16797
03986352,8,10,14066
03986353,8,10,16098
03986383,9,8,11344
03986392,9,11,8355
03986393,8,11,7546
03986411,12,11,8689
03986412,12,11,5789
03986413,10,10,9314
03986421,,11,4191
03986431,11,11,14240
03986432,11,12,8761
03986433,9,11,10083
03986441,9,10,11161
03986442,9,10,10191
03986443,8,10,9586
03986461,13,13,12576
03986462,13,13,12934
03986463,12,13,13122
03986473,10,11,15835
03986481,10,11,10064
03986482,10,11,11592
03986483,9,11,11120
03986521,13,9,10111
03986522,8,9,10617
03986531,12,11,9760
03986532,12,11,11869
03986533,9,11,11454
03986541,12,11,21354
03986542,10,11,22814
03986543,10,11,22021
03986551,8,10,12217
03986552,8,10,11620
03986553,8,10,11147
03986573,8,9,7913
03986574,9,9,9707
03986581,9,10,10970
03986582,8,10,9831
03986583,8,10,10099
03986611,9,8,13796
03986612,10,8,15092
03986613,8,8,13795
03986621,10,10,15194
03986662,9,10,9427
03986663,8,10,9309
03986684,10,11,7869
03986691,9,10,18058
03986692,9,10,18396
03986693,8,10,18714
03986701,12,12,15098
03986702,12,12,15005
03986703,11,12,14843
03986721,10,11,12162
03986722,10,11,12637
03986723,9,11,11804
03986733,9,11,10255
03986741,8,10,11989
03986742,9,10,14427
03986743,8,9,17199
03986761,12,11,10691
03986762,12,11,11940
03986763,11,11,10506
03986772,10,9,11346
03986773,8,9,13003
03986811,10,10,9555
03986812,10,10,10974
03986813,9,10,12748
03986831,11,11,13306
03986841,12,11,13620
03986852,12,11,11115
03986853,10,11,10994
03986863,10,11,14446
03986871,10,10,16266
03986872,9,10,18907
03986873,7,10,16451
03986892,9,10,9186
03986901,10,11,10751
03986902,10,11,12944
03986903,9,11,9047
03986911,11,11,10466
03986912,9,11,9841
03986913,7,11,10393
03986972,11,11,20711
03986982,8,9,7666
03986983,7,9,9791
03986994,9,7,12003
03987001,9,10,8230
03987011,11,11,3626
03987012,12,11,2815
03987022,11,11,12148
03987033,11,13,13973
03987051,12,12,11589
03987052,12,12,10073
03987053,12,12,10341
03987064,8,10,9954
03987071,9,10,11697
03987072,9,10,11868
03987081,10,12,11169
03987082,10,11,10344
03987083,9,11,13060
03987093,11,12,13393
03987101,11,11,10045
03987102,11,11,11644
03987103,10,11,12922
03987111,8,9,10250
03987112,8,9,9159
03987113,7,9,9743
03987121,12,12,10299
03987122,12,12,10398
03987123,11,12,10477
03987161,11,11,10450
03987162,11,11,10400
03987171,11,12,10181
03987172,11,12,13669
03987183,9,10,13166
03987184,9,11,14504
03987201,9,11,12606
03987202,9,11,13232
03987222,9,11,11771
03987223,8,11,11848
03987231,11,12,11648
03987232,11,12,16126
03987233,10,12,15426
03987251,9,10,10975
03987281,11,11,9529
03987301,12,12,11737
03987321,12,12,9765
03987322,12,12,9423
03987323,11,12,9673
03987333,8,10,22091
03987351,12,11,13374
03987352,12,11,14808
03987353,11,11,10283
03987371,9,10,14557
03987372,11,10,9494
03987373,8,10,9356
03987383,9,10,12343
03987384,9,10,11585
03987394,9,11,17992
03987401,12,11,6771
03987402,12,11,6381
03987403,10,11,6741
03987411,10,10,10122
03987412,10,11,7448
03987413,9,9,10798
03987443,8,8,32378
03987451,13,12,6491
03987452,13,13,12421
03987453,12,13,12403
03987471,10,10,15114
03987472,9,10,13254
03987473,8,10,13711
03987491,12,10,8066
03987492,11,10,10731
03987493,10,10,11282
03987503,9,11,11764
03987504,10,11,8251
03987511,8,8,14494
03987512,7,8,16187
03987513,6,8,15450
03987521,10,12,17031
03987522,10,12,15636
03987523,9,12,15176
03987531,12,11,14051
03987532,12,11,15079
03987533,11,11,15411
03987541,11,11,16219
03987552,9,11,16558
03987553,8,11,14032
03987572,9,11,15741
03987573,8,11,17840
03987581,10,10,11199
03987582,11,10,11891
03987583,9,10,11776
03987611,11,11,10326
03987621,11,11,9097
03987622,11,11,10556
03987623,10,11,10535
03987631,11,11,8259
03987632,11,11,5335
03987633,10,11,8446
03987643,8,11,14972
03987661,10,11,11871
03987662,9,11,11264
03987663,8,11,10279
03987681,10,12,10096
03987682,10,12,9788
03987683,9,12,9266
03987711,11,10,9892
03987712,8,10,8800
03987732,10,12,7747
03987733,9,12,9041
03987742,11,12,15890
03987753,10,11,20285
03987761,10,10,7443
03987773,9,10,10463
03987823,10,11,4565
03987831,12,11,10111
03987832,11,11,10861
03987833,10,11,9943
03987853,10,10,19315
03987871,10,10,12114
03987873,7,10,10695
03987891,12,10,13443
03987892,12,10,13931
03987893,11,10,11266
03987901,11,10,5583
03987902,11,10,6981
03987903,10,10,6515
03987911,8,8,14957
03987913,8,9,14387
03987921,11,10,7415
03987922,11,10,9684
03987923,10,10,11469
03987932,10,12,15387
03987933,11,12,16346
03987964,8,9,10386
03988001,9,10,8759
03988002,9,10,11282
03988003,8,10,10182
03988021,9,11,12817
03988022,10,11,12400
03988032,9,11,6669
03988051,12,12,10473
03988052,12,12,16925
03988053,11,12,19788
03988061,12,12,5444
03988062,12,12,4894
03988063,11,12,3941
03988081,9,9,7545
03988101,11,11,12898
03988102,11,11,13021
03988103,10,11,8583
03988111,11,11,12390
03988131,12,11,10346
03988132,12,12,11408
03988133,10,12,10910
03988161,11,10,9871
03988162,12,10,10085
03988163,10,10,9487
03988171,11,11,15421
03988173,10,11,17247
03988181,11,11,9541
03988182,11,11,9376
03988183,10,11,11898
03988191,11,12,12734
03988192,11,12,9204
03988193,10,12,9452
03988204,9,11,12964
03988211,10,12,10440
03988212,9,12,11451
03988213,8,12,19804
03988223,11,11,9225
03988231,12,12,15862
03988232,12,12,14909
03988241,12,12,18429
03988242,12,12,9990
03988243,11,12,19402
03988252,12,12,10653
03988253,12,12,9565
03988282,10,11,10263
03988283,8,11,12111
03988311,9,10,12074
03988321,11,11,14465
03988322,11,11,14929
03988331,11,10,9493
03988332,11,10,14184
03988333,9,10,10108
03988341,12,11,10264
03988342,11,12,10970
03988343,10,11,7482
03988383,9,10,8960
03988402,9,11,7067
03988403,8,,7631
03988411,9,9,10225
03988413,8,9,9220
03988421,13,13,9474
03988422,14,13,12354
03988423,12,13,13529
03988442,8,9,11208
03988443,8,10,10790
03988444,8,10,10236
03988461,9,11,11456
03988462,9,11,8989
03988463,8,11,13711
03988471,12,11,11557
03988481,12,10,10118
03988491,12,11,10602
03988492,12,11,11237
03988493,11,11,9641
03988501,10,11,12617
03988502,12,11,11439
03988503,9,11,11805
03988511,12,8,10142
03988512,12,8,8605
03988513,10,8,10274
03988542,9,9,14934
03988564,14,11,9952
03988582,12,12,11923
03988583,11,12,10860
03988601,10,10,6232
03988611,9,8,9177
03988612,10,8,10396
03988613,8,8,10631
03988621,9,12,9431
03988622,9,12,10032
03988623,9,12,9130
03988633,10,10,12726
03988641,11,10,10892
03988642,11,10,11090
03988643,10,10,10571
03988661,12,12,4507
03988662,12,12,4405
03988663,11,12,3276
03988691,10,12,16922
03988692,9,12,13644
03988693,9,,16734
03988701,11,12,1511
03988702,11,12,1319
03988703,10,12,1299
03988711,9,11,15551
03988721,9,10,13077
03988722,9,10,13194
03988723,8,10,12860
03988763,11,10,9563
03988782,11,12,11492
03988802,9,11,11123
03988803,9,10,6642
03988804,8,10,11520
03988811,12,11,1780
03988812,11,11,784
03988813,11,11,1185
03988904,9,10,10238
03988931,12,10,10505
03988933,11,10,9088
03988951,10,11,12048
03988952,10,11,11191
03988961,11,11,12777
03988962,11,11,12475
03988963,9,11,13895
03988981,11,11,10639
03988982,12,11,12758
03988983,10,11,11453
03989011,12,11,11778
03989012,13,11,8413
03989013,10,11,7757
03989031,11,11,9385
03989032,11,11,14095
03989033,10,11,12775
03989041,12,12,10694
03989042,12,12,8656
03989043,10,12,10471
03989051,9,11,10203
03989052,9,11,19333
03989061,9,10,7294
03989062,9,10,6725
03989063,8,10,6312
03989071,11,11,1466
03989072,11,11,1450
03989073,10,11,1525
03989081,11,12,11946
03989082,11,12,8890
03989083,10,12,8938
03989091,11,9,8558
03989092,11,10,5333
03989093,10,10,7526
03989111,13,12,13806
03989112,10,12,13457
03989113,9,11,10677
03989133,8,11,13230
03989141,13,12,16495
03989142,12,12,17355
03989161,11,11,14493
03989162,12,11,15062
03989163,10,11,15374
03989171,11,10,8318
03989172,11,10,10388
03989173,10,10,10299
03989181,9,10,15076
03989182,9,11,15098
03989183,8,11,15723
03989191,8,10,11816
03989192,9,10,12073
03989193,8,10,10933
03989212,10,7,13431
03989213,9,8,12476
03989221,10,11,10742
03989222,9,11,8821
03989223,9,11,9583
03989241,11,10,12092
03989263,9,11,13647
03989264,9,11,13343
03989271,11,10,14081
03989272,11,10,14288
03989273,10,10,13618
03989292,10,11,13130
03989301,9,8,13782
03989302,9,8,12971
03989303,8,8,11818
03989311,10,11,20544
03989312,10,11,22924
03989313,9,11,17079
03989322,8,9,8944
03989341,11,10,11879
03989351,12,11,5631
03989352,12,11,4837
03989353,11,11,5357
03989381,13,13,12271
03989382,13,13,12342
03989383,12,13,14213
03989392,9,8,9634
03989393,8,8,9424
03989401,13,12,12969
03989402,11,11,14077
03989411,8,10,13735
03989412,9,10,15729
03989441,10,11,20720
03989452,10,12,11237
03989461,12,11,10854
03989462,11,11,8769
03989463,10,11,9265
03989471,9,11,11764
03989481,11,10,13308
03989482,11,10,12122
03989491,10,11,7510
03989501,10,11,8976
03989502,11,11,13742
03989503,10,11,12330
03989511,11,11,14417
03989532,9,11,9721
03989551,12,12,9379
03989552,11,12,11144
03989553,10,12,11788
03989562,11,10,13573
03989571,12,12,14728
03989581,10,11,18523
03989582,11,11,18009
03989601,9,10,7746
03989602,10,10,9913
03989603,8,10,10457
03989611,7,8,14901
03989623,8,11,12228
03989631,12,10,10963
03989632,12,10,11176
03989633,11,10,9999
03989651,10,11,12588
03989661,10,11,11204
03989662,10,11,11216
03989663,10,11,12341
03989701,8,10,8894
03989702,8,10,5985
03989703,7,10,9251
03989731,8,9,11530
03989741,12,11,8603
03989742,12,11,10598
03989743,11,11,10806
03989752,9,7,15729
03989753,8,7,9670
03989761,9,11,17841
03989762,10,11,21207
03989763,8,10,16888
03989774,9,10,16426
03989781,11,12,11618
03989782,11,12,13045
03989783,10,,9452
03989811,11,,11118
03989812,10,11,12570
03989813,9,10,11240
03989821,7,8,26788
03989822,7,11,33117
03989823,5,9,19442
03989841,11,10,9121
03989861,12,11,14675
03989871,12,12,13495
03989872,12,12,14455
03989873,10,12,12538
03989881,10,11,12430
03989882,10,11,16960
03989883,9,11,10990
03989901,11,12,11791
03989921,9,11,14733
03989922,10,11,18067
03989923,9,11,13579
03989951,11,10,15360
03989953,10,11,15722
03989961,11,11,14018
03989962,11,11,15077
03989963,10,11,15790
03989972,9,10,9408
03989973,8,10,9252
03989981,10,10,13833
03989982,10,10,11947
03989983,8,10,10693
03989991,12,12,10132
03989992,12,12,9212
03989993,11,12,10614
03990003,8,8,10852
03990023,8,10,11645
03990033,8,7,32378
03990034,8,8,30539
03990051,11,12,15202
03990061,9,11,11410
03990073,9,11,10513
03990074,10,11,10527
03990091,12,11,9998
03990092,12,10,10386
03990093,11,11,10477
03990103,12,8,8667
03990111,10,11,8492
03990112,10,11,7178
03990113,9,11,9368
03990121,10,9,11257
03990122,9,9,14978
03990123,8,9,12270
03990141,8,8,21768
03990143,8,8,14603
03990151,12,11,11596
03990152,10,11,11127
03990153,10,11,12570
03990172,9,11,16086
